"pdes","name","H","a","e","i","om","w","ma"
98943,Torifune,18.71,1.032,0.2192,4.81,75.36,179.40,140.74
99248,,16.54,1.866,0.5077,10.61,284.11,61.55,154.35
99799,,18.52,1.462,0.2756,7.56,122.34,249.91,10.35
99907,,17.93,0.7284,0.5947,28.80,225.58,2.87,155.84
99935,,16.15,1.654,0.6450,12.77,16.30,323.01,176.32
99942,Apophis,19.09,0.9224,0.1912,3.34,203.90,126.67,312.81
100004,,16.47,2.59,0.7027,15.70,76.29,13.75,347.84
100085,,17.89,2.651,0.6187,2.64,305.17,42.24,249.67
100756,,16.34,2.265,0.5546,11.57,176.50,312.06,48.90
100926,,16.63,1.783,0.4075,24.24,221.07,138.81,135.12
101869,,19.48,1.624,0.6107,4.77,110.92,268.84,243.18
101873,,16.39,2.029,0.3931,45.79,128.77,295.27,315.94
101955,Bennu,20.21,1.126,0.2037,6.03,2.06,66.22,101.70
102873,,17.63,2.133,0.4676,7.45,72.53,220.63,199.85
103067,,16.80,1.843,0.5812,38.57,116.51,104.10,86.81
105140,,15.74,0.9143,0.8169,32.54,237.28,281.68,126.80
105141,,19.09,1.421,0.1890,14.83,123.70,116.00,35.67
106538,,16.29,2.419,0.7656,10.34,163.38,41.74,177.33
106589,,16.02,2.146,0.6178,14.37,163.36,11.82,278.64
108519,,17.94,1.604,0.2710,16.40,267.25,343.93,29.48
108906,,17.90,1.235,0.3604,20.93,172.05,344.02,30.54
111253,,15.25,1.753,0.4398,42.04,310.14,6.97,231.99
112221,,15.52,2.271,0.4435,58.67,230.06,356.58,335.69
112985,,15.88,2.22,0.4922,46.99,211.96,105.29,30.89
115052,,17.46,1.669,0.3182,31.32,190.50,88.20,161.62
136564,,19.28,1.866,0.3942,2.98,224.45,172.68,310.87
136582,,19.88,1.342,0.0680,10.50,140.16,107.32,157.30
136617,,17.97,1.638,0.4174,4.68,268.50,24.95,291.66
136618,,16.86,1.573,0.3950,1.44,99.34,248.27,179.94
136635,,19.12,1.573,0.1749,7.64,231.68,311.21,129.44
136745,,17.88,2.365,0.4841,17.78,247.89,131.61,101.02
136770,,20.56,1.838,0.4514,25.10,326.21,45.94,245.41
136773,,18.61,1.585,0.1803,22.10,196.27,117.63,272.04
136793,,18.35,1.147,0.4654,17.37,296.24,37.03,273.41
136795,Tatsunokingo,18.11,1.747,0.4781,10.99,50.13,147.56,151.46
136818,Selqet,18.98,0.9375,0.3463,12.78,259.92,203.84,269.32
136839,,18.85,1.485,0.3058,8.16,71.90,74.83,111.77
136849,,17.70,1.492,0.5783,7.79,110.67,97.81,61.05
136874,,15.75,2.202,0.8840,21.14,197.53,193.41,215.32
136897,,18.56,1.363,0.1247,38.88,211.85,120.10,22.34
136900,,17.39,1.747,0.6367,10.98,205.94,239.26,58.90
136923,,16.31,2.134,0.4417,6.62,51.06,287.32,210.18
136993,,17.85,2.309,0.5955,24.47,18.19,48.11,253.30
137032,,16.66,1.596,0.7634,25.47,358.31,252.60,206.04
137044,,16.80,2.268,0.4292,4.38,334.99,166.79,277.63
137052,Tjelvar,17.04,1.248,0.8097,14.90,64.25,209.95,176.03
137062,,16.77,1.225,0.3153,22.52,45.62,172.58,201.77
137064,,18.84,1.374,0.1951,19.50,36.10,97.64,223.59
137078,,16.34,1.939,0.6379,23.15,324.43,9.64,29.30
137084,,16.48,1.212,0.4966,26.56,272.98,358.34,253.90
137099,,18.29,1.1,0.4628,28.79,94.26,194.86,270.77
137108,,18.05,1.459,0.5620,39.93,314.32,268.35,40.81
137120,,18.29,1.9,0.5489,8.97,339.43,222.04,63.32
137125,,18.81,1.427,0.1319,34.23,321.90,268.23,172.04
137126,,18.06,1.77,0.6008,5.54,156.85,90.61,88.14
137158,,17.92,1.18,0.6069,12.90,37.09,3.07,1.26
137170,,14.66,0.8191,0.4625,25.66,155.84,253.42,60.85
137175,,18.33,1.261,0.3412,16.43,116.22,328.37,13.87
137199,,16.95,1.457,0.2926,16.57,104.88,76.50,75.84
137427,,15.28,2.44,0.6118,39.51,347.90,162.39,236.00
137671,,18.73,1.435,0.1843,21.10,263.44,198.32,28.60
137799,,18.79,1.321,0.0746,6.79,30.95,192.78,259.77
137802,,16.93,1.776,0.3518,31.59,116.40,272.68,20.50
137805,,16.72,0.8294,0.5583,16.75,349.51,292.88,252.59
137911,,17.75,2.304,0.4946,3.76,29.30,312.37,157.72
137924,,17.50,0.8764,0.8950,25.75,333.67,324.37,333.20
137925,,16.07,1.292,0.7638,31.12,131.22,175.52,54.92
138013,,14.72,1.598,0.6348,15.98,183.30,118.76,140.95
138095,,15.97,1.777,0.4145,60.68,43.45,2.60,26.59
138127,,17.11,0.6618,0.5331,26.46,155.75,197.85,88.53
138155,,17.22,1.809,0.3195,25.45,177.69,281.60,244.62
138175,,20.49,1.004,0.2933,5.23,25.47,280.82,84.76
138205,,15.04,2.584,0.6119,11.18,3.81,305.84,28.17
138258,,18.98,0.7578,0.4767,32.14,358.11,16.99,97.78
138325,,16.68,2.162,0.8047,25.73,173.33,164.44,346.31
138359,,17.97,1.141,0.3613,20.24,43.98,4.75,148.80
138404,,19.39,1.139,0.3186,2.16,309.35,142.21,104.25
138524,,16.86,2.358,0.5677,6.24,226.57,181.29,316.75
138727,,19.34,2.105,0.6052,11.92,327.89,136.33,58.38
138815,,18.04,2.09,0.3807,8.24,20.26,228.01,213.91
138846,,16.09,2.182,0.5647,18.69,270.31,280.71,241.47
138847,,17.07,1.619,0.2877,22.18,207.09,16.34,236.96
138852,,20.30,1.002,0.2980,21.52,60.85,225.42,91.09
138859,,18.98,1.573,0.5315,13.16,55.86,144.43,145.22
138877,,16.78,2.14,0.5430,25.32,43.79,127.62,314.48
138883,,16.85,1.536,0.3440,21.89,182.72,115.93,211.81
138893,,18.19,1.173,0.7436,18.36,265.24,341.40,137.21
138911,,19.44,1.35,0.0817,1.66,171.43,43.23,210.90
138925,,15.96,1.897,0.3765,72.15,129.30,149.28,77.06
138937,,17.80,2.072,0.6780,31.81,98.83,252.42,139.16
138947,,18.82,1.119,0.2537,12.85,270.86,0.09,230.87
138971,,18.52,1.034,0.3334,7.92,353.65,271.94,131.05
139047,,17.41,1.862,0.3859,47.00,149.52,346.28,267.20
139056,,19.18,1.885,0.3280,4.73,111.15,110.65,171.70
139211,,17.74,1.86,0.4519,26.06,173.52,3.57,261.92
139289,,17.80,1.26,0.8412,23.26,102.70,291.49,66.98
139345,,16.74,1.805,0.7019,22.28,108.34,38.00,55.76
139359,,16.52,2.634,0.8698,5.96,84.58,302.39,231.01
139622,,18.46,1.421,0.3101,9.34,83.16,337.97,63.67
140039,,18.08,1.821,0.5677,4.85,197.07,31.14,23.27
140158,,18.48,1.347,0.4609,2.52,126.78,42.72,346.51
140288,,16.74,1.784,0.5082,53.19,357.06,225.63,149.86
140333,,19.24,0.9619,0.4816,19.03,12.81,199.11,314.05
140928,,18.29,1.519,0.2970,20.66,245.43,257.36,219.43
141018,,19.04,1.399,0.2411,2.87,91.60,101.47,84.09
141052,,17.46,1.246,0.5501,17.67,291.46,304.23,346.44
141053,,18.86,1.528,0.5795,2.73,316.21,31.38,276.65
141056,,17.32,1.817,0.4440,28.89,259.09,300.66,195.35
141078,,18.67,1.863,0.4509,11.47,234.57,270.89,107.90
141079,,17.76,1.165,0.8282,28.54,251.44,0.91,259.51
141354,,17.36,1.989,0.4506,10.93,203.90,0.84,153.92
141424,,20.65,0.9799,0.1768,6.88,8.66,331.79,325.35
141432,,20.06,0.9762,0.4275,2.47,81.34,272.64,290.45
141447,,17.16,2.388,0.5025,31.95,150.99,7.63,151.08
141484,,16.32,0.8579,0.3695,16.60,234.22,94.16,55.55
141495,,18.46,1.114,0.8021,2.35,51.88,317.77,170.08
141498,,18.50,0.9216,0.5666,30.14,262.89,25.37,55.22
141525,,18.07,1.087,0.7245,34.04,38.83,308.11,239.01
141526,,20.20,1.014,0.3223,30.10,174.66,173.39,287.32
141527,,18.94,1.513,0.6267,9.20,187.46,247.72,294.31
141531,,19.15,0.9921,0.5290,22.55,40.80,8.33,40.90
141593,,18.32,2.002,0.5287,2.35,306.97,2.28,80.40
141614,,19.52,1.624,0.5362,7.19,200.60,127.42,99.51
141670,,16.85,2.387,0.4849,13.32,144.15,192.22,92.04
141761,,17.44,2.575,0.5095,18.93,151.45,159.88,231.48
141765,,16.29,2,0.4689,33.07,100.30,270.21,34.61
141851,,17.81,1.198,0.8502,19.14,304.00,224.53,311.78
141874,,17.83,1.835,0.3488,10.99,143.60,291.07,53.64
142040,,16.25,1.667,0.3444,28.25,226.38,160.54,257.41
142348,,18.33,2.065,0.4574,6.07,96.63,324.39,262.97
142464,,18.34,1.234,0.1548,16.28,191.81,29.34,112.09
142555,,16.39,2.633,0.5633,23.40,219.16,268.01,132.43
142561,,18.20,1.674,0.2935,16.66,150.10,122.57,319.87
142563,,17.21,1.66,0.3437,20.49,341.95,192.29,148.67
142781,,16.14,1.951,0.3878,41.02,228.97,229.05,124.85
143381,,16.21,2.596,0.5106,5.47,292.10,114.11,206.50
143404,,16.95,1.967,0.6077,2.66,181.16,89.40,25.11
143409,,17.89,1.95,0.3506,8.16,163.69,44.47,94.26
143487,,18.94,2.124,0.7299,4.99,177.04,88.87,97.29
143527,,18.64,1.661,0.3521,17.31,181.69,242.23,293.30
143624,,15.92,1.967,0.5774,35.54,195.83,47.20,45.48
143637,,16.58,1.746,0.8837,43.56,144.44,260.72,238.37
143643,,18.31,2.18,0.4183,11.15,284.96,324.10,349.72
143649,,17.39,1.085,0.1870,62.10,0.98,104.96,162.78
143651,,16.09,2.133,0.5261,11.62,58.17,183.59,102.05
143678,,16.39,1.65,0.3287,13.86,2.76,142.03,123.07
143947,,15.36,2.182,0.6543,21.03,217.49,135.72,348.18
143992,,16.16,1.971,0.5537,27.13,315.61,57.99,347.83
144332,,16.61,1.423,0.2897,55.89,171.13,186.42,78.67
144411,,16.54,1.917,0.5339,8.79,288.79,8.18,8.37
144861,,15.32,2.509,0.7492,39.42,159.18,199.48,86.11
144898,,18.89,1.508,0.5888,4.22,223.94,91.02,159.09
144900,,18.29,0.9684,0.6557,36.25,208.84,43.96,83.40
144901,,17.55,1.64,0.5219,13.04,41.98,232.49,98.81
144922,,17.35,2.133,0.4123,8.23,8.73,213.65,212.22
145656,,16.44,2.642,0.5548,11.08,174.35,100.94,102.56
152558,,16.86,2.014,0.4413,38.14,172.14,115.14,138.19
152560,,19.23,1.444,0.3980,3.45,268.80,80.99,123.81
152561,,19.10,1.454,0.4857,19.57,359.28,68.97,144.55
152563,,19.71,0.9079,0.2717,7.25,315.19,336.57,242.27
152564,,19.63,1.391,0.5617,13.32,213.36,128.35,108.49
152575,,17.08,2.679,0.5276,12.35,33.66,190.54,63.24
152637,,17.87,0.8649,0.2085,16.72,96.46,16.60,245.95
152664,,19.68,2.52,0.7140,3.41,353.53,85.61,2.25
152667,,16.43,2.807,0.7076,6.68,129.84,158.60,292.60
152671,,20.24,1.129,0.3660,2.68,163.63,188.15,254.92
152679,,16.54,2.252,0.5524,4.93,205.72,120.30,19.03
152680,,19.49,1.448,0.6396,10.93,98.54,260.10,243.03
152685,,19.33,1.346,0.5730,0.15,122.30,39.22,241.47
152742,,19.10,0.8781,0.7392,13.43,280.01,353.17,16.51
152754,,19.22,1.191,0.4974,2.02,314.36,135.00,226.74
152756,,18.98,1.451,0.4149,15.22,229.01,101.58,14.16
152770,,18.41,1.878,0.6543,7.14,178.14,284.61,25.03
152787,,18.63,1.363,0.2316,15.95,1.88,137.46,39.63
152828,,21.27,1.162,0.5231,5.15,221.92,319.25,208.41
152889,,16.53,1.679,0.6407,41.55,141.74,222.47,354.16
152895,,18.17,2.287,0.4953,2.97,29.73,174.37,129.55
152931,,16.30,0.9297,0.4557,28.58,52.87,278.02,57.09
152941,,17.61,1.481,0.6807,8.73,18.52,343.98,300.53
152942,,16.74,1.938,0.4569,27.07,8.16,235.41,162.00
152952,,17.57,1.384,0.1869,55.29,358.68,280.20,187.14
152964,,17.80,1.397,0.3934,13.23,114.85,333.11,261.11
152978,,19.58,1.162,0.2368,25.01,57.84,240.78,88.68
153002,,18.28,1.341,0.7960,31.42,213.03,233.46,201.48
153195,,17.51,1.301,0.6192,41.10,21.36,262.91,5.15
153201,,19.30,0.9111,0.7808,7.77,69.19,213.76,312.79
153219,,18.54,2.089,0.4356,40.34,116.54,1.00,83.99
153220,,17.43,2.541,0.6679,6.23,64.21,142.61,25.63
153243,,17.50,1.299,0.5307,35.98,311.90,9.38,356.16
153249,,15.56,2.117,0.5907,41.28,328.76,298.06,302.81
153267,,17.80,1.781,0.6138,9.68,75.54,330.53,173.52
153271,,17.41,1.557,0.4024,21.65,12.01,270.88,182.20
153306,,16.80,2.553,0.5232,26.98,226.64,272.32,34.15
153311,,17.40,2.502,0.6459,28.41,142.32,218.53,43.77
153315,,19.55,1.237,0.4496,34.70,112.53,288.41,175.04
153349,,18.65,1.8,0.6380,10.55,283.60,291.45,60.77
153415,,17.01,0.8915,0.2139,50.21,317.67,244.27,39.05
153460,,19.71,1.414,0.5812,10.09,211.44,30.45,181.85
153591,,17.11,1.988,0.4800,6.69,325.71,173.06,124.08
153792,,18.16,2.098,0.7429,10.48,274.53,246.12,282.99
153814,,18.28,1.711,0.4673,1.92,277.35,44.65,286.58
153842,,16.70,2.749,0.5670,9.00,139.83,219.39,124.75
153951,,18.75,1.836,0.3420,15.47,314.37,215.16,178.67
153953,,16.81,1.773,0.8089,31.01,2.56,9.81,69.57
153957,,17.76,2.532,0.7591,46.54,89.71,73.16,319.00
153958,,18.35,1.703,0.4514,4.64,144.36,197.95,344.28
154007,,18.12,1.818,0.3470,2.73,214.24,23.76,189.91
154019,,22.07,1.325,0.3602,4.97,142.84,80.88,162.93
154020,,19.13,1.541,0.5897,12.12,145.32,222.21,213.08
154029,,16.52,1.89,0.4624,44.20,346.14,319.40,322.74
154035,,17.38,1.21,0.5320,49.06,13.09,347.15,160.58
154144,,17.51,1.834,0.2961,23.62,172.56,126.35,113.14
154229,,16.61,1.851,0.7186,10.09,67.63,341.66,155.99
154244,,17.57,2.305,0.5499,3.25,212.87,98.44,236.33
154268,,18.06,1.511,0.4650,14.57,132.65,357.57,74.02
154269,,17.89,1.871,0.4865,14.40,10.77,217.50,94.02
154275,,20.13,1.084,0.4908,11.58,247.77,258.20,109.23
154276,,17.61,1.705,0.6889,8.74,34.02,99.71,105.17
154278,,16.49,1.804,0.5915,29.76,196.22,322.67,109.21
154300,,19.37,1.209,0.4725,8.29,90.66,184.26,189.35
154302,,17.69,1.72,0.5615,28.83,222.70,280.97,45.26
154330,,18.18,1.477,0.4087,7.16,320.06,215.22,213.11
154347,,16.09,1.85,0.6919,17.74,331.63,25.00,71.05
154453,,15.35,2.583,0.8352,20.82,61.70,356.42,189.76
154555,,16.70,1.185,0.5803,36.82,53.48,277.14,94.61
154589,,16.62,2.289,0.4590,7.18,58.62,300.61,123.35
154590,,21.70,1.105,0.4021,1.42,152.66,228.88,36.33
154631,,18.21,1.557,0.4915,15.90,357.83,176.09,44.63
154652,,18.92,1.058,0.4505,16.18,159.57,191.35,183.42
154656,,16.39,2.311,0.6468,22.94,339.10,338.22,11.06
154658,,19.42,1.097,0.4548,19.28,29.58,318.65,184.60
154715,,18.53,1.618,0.4907,4.10,182.75,190.63,110.16
154807,,18.56,1.484,0.3166,15.53,15.07,68.72,182.39
154988,,18.39,1.506,0.6800,9.82,132.96,189.99,151.28
154991,Vinciguerra,18.57,1.705,0.3227,5.63,245.46,269.62,154.14
154993,,17.99,1.517,0.6637,10.32,104.06,309.03,55.64
155110,,17.45,1.261,0.3485,30.38,226.17,44.78,118.57
155140,,17.47,1.275,0.8724,28.61,19.65,207.67,20.32
155334,,17.23,2.035,0.4092,6.61,14.62,276.27,214.97
155336,,18.41,2.121,0.7376,4.19,64.34,355.31,173.08
155338,,20.40,1.569,0.4825,2.08,226.58,138.69,281.71
155340,,16.28,2.108,0.4658,9.24,260.53,352.55,192.47
155341,,18.23,1.478,0.2415,18.52,144.35,278.04,214.64
159399,,16.50,1.527,0.2140,41.97,214.85,353.26,298.22
159402,,16.61,2.38,0.5719,7.57,356.82,47.64,134.48
159454,,18.04,1.411,0.2527,37.75,139.52,262.96,223.35
159459,,16.31,2.337,0.7989,56.16,185.35,185.39,27.74
159467,,18.34,1.809,0.2828,6.14,138.77,240.45,105.84
159495,,17.47,2.349,0.4823,4.06,341.67,352.71,14.88
159504,,16.97,2.433,0.6170,9.69,107.56,237.81,242.88
159518,,18.01,2.104,0.4452,47.47,190.08,59.44,9.56
159533,,17.66,1.655,0.2889,12.85,71.61,275.99,100.71
159555,,18.69,1.63,0.2300,29.44,214.93,123.48,234.55
159560,,17.15,2.214,0.4348,25.70,42.14,261.78,167.20
159608,,16.59,1.674,0.3517,58.88,102.69,208.17,168.39
159609,,17.23,2.112,0.4625,40.01,124.20,243.48,335.14
159635,,18.16,1.703,0.3242,16.24,173.36,246.44,307.91
159677,,19.45,1.851,0.5951,6.07,153.16,322.42,161.03
159686,,16.34,1.804,0.6880,24.73,244.73,141.05,206.78
159699,,17.60,1.697,0.7159,16.81,151.25,332.20,146.82
159856,,17.98,2.154,0.4657,9.76,143.89,174.55,252.38
159857,,15.47,2.262,0.5935,23.15,235.53,140.02,75.20
159923,,16.44,2.521,0.5249,7.53,118.69,234.23,146.21
159928,,18.00,1.655,0.4193,27.75,157.42,95.69,220.56
159929,,17.72,1.887,0.4078,54.42,222.54,19.59,37.82
161989,Cacus,17.31,1.123,0.2138,26.07,161.20,102.11,310.22
161995,,17.26,2.288,0.4785,25.26,81.16,220.72,83.05
161998,,17.59,2.147,0.4063,8.23,162.06,137.64,312.21
161999,,18.80,2.318,0.5126,7.38,140.08,181.51,109.11
162000,,19.64,1.678,0.4624,1.09,346.49,21.62,60.96
162004,,18.29,0.8908,0.6646,7.22,61.85,193.67,262.76
162011,Konnohmaru,16.60,2.834,0.5970,4.55,66.72,343.01,254.81
162015,,19.25,0.9934,0.2841,23.75,175.22,349.79,24.22
162038,,16.68,1.587,0.2766,17.23,309.26,351.60,179.28
162039,,18.93,1.802,0.6604,5.28,52.82,280.25,49.31
162058,,17.99,2.367,0.5542,4.85,304.75,60.91,28.71
162063,,18.95,1.214,0.6664,13.01,175.10,198.67,276.19
162080,,19.95,0.8967,0.3582,16.21,344.32,356.87,68.10
162082,,19.12,1.246,0.1871,20.05,213.52,148.67,151.56
162116,,19.54,1.916,0.5585,7.11,114.17,331.45,56.34
162117,,19.14,0.9326,0.3448,26.80,183.91,35.88,164.76
162120,,20.64,1.088,0.5710,2.13,217.81,278.86,267.01
162142,,18.83,0.8753,0.3179,21.81,46.35,170.74,196.47
162149,,17.51,1.874,0.3965,11.93,256.54,245.81,166.32
162157,,19.95,1.297,0.3516,15.27,131.96,279.35,100.09
162161,,17.68,2.116,0.4428,43.14,149.70,103.02,210.70
162162,,19.99,1.206,0.1948,10.84,157.58,29.92,48.09
162168,,17.34,2.787,0.5990,4.01,203.12,82.03,207.14
162173,Ryugu,19.55,1.191,0.1911,5.87,251.29,211.62,270.66
162181,,18.20,1.41,0.2806,18.94,208.49,140.88,237.24
162183,,21.25,2.073,0.5349,1.43,235.31,123.18,275.18
162186,,15.03,2.708,0.6115,27.59,310.66,271.92,0.66
162195,,19.50,1.598,0.7731,5.89,119.99,4.17,313.92
162196,,18.77,1.826,0.3749,22.43,171.91,234.32,187.24
162210,,19.30,2.305,0.6975,5.28,326.52,320.54,194.28
162214,,18.86,2.324,0.5859,19.16,27.67,58.80,117.17
162215,,19.20,1.082,0.4365,17.34,202.31,346.79,271.67
162269,,16.97,1.135,0.7378,40.13,206.82,302.53,139.06
162273,,17.26,1.594,0.2364,20.19,234.39,40.93,99.62
162361,,20.24,0.8758,0.4111,2.71,109.86,201.28,309.81
162385,,18.59,0.7406,0.3587,6.88,70.20,247.73,305.81
162416,,21.67,1.854,0.4781,0.40,215.26,19.25,39.98
162421,,18.11,0.9466,0.1238,22.32,331.11,46.07,99.55
162422,,20.60,1.207,0.5311,1.40,108.92,314.52,178.13
162433,,19.36,1.359,0.4817,13.94,41.64,247.04,15.54
162452,,18.50,2.264,0.4463,5.45,217.36,53.95,160.70
162463,,17.97,1.146,0.2382,22.21,80.17,353.59,73.41
162470,,19.24,1.113,0.5531,35.27,83.74,31.79,318.95
162472,,19.22,1.259,0.1184,31.86,245.64,66.90,326.08
162474,,18.62,1.241,0.3573,50.71,80.85,285.25,88.65
162483,,17.53,0.8727,0.3737,51.18,124.41,7.65,145.73
162510,,17.60,1.376,0.3023,38.14,344.32,220.72,335.64
162566,,15.73,2.625,0.5761,14.29,329.83,145.56,271.86
162567,,19.97,1.247,0.2501,13.75,333.28,133.32,295.18
162581,,18.66,1.667,0.3517,15.89,200.31,248.22,202.79
162635,,16.71,2.57,0.5155,7.88,153.39,312.24,358.71
162679,,18.01,1.199,0.5716,29.23,13.00,167.40,269.96
162687,,18.75,1.875,0.5438,14.77,76.12,40.99,246.20
162694,,19.74,0.8703,0.4224,32.22,29.77,187.42,129.17
162695,,20.20,2.123,0.6356,2.19,333.18,152.13,13.99
162698,,18.48,2.12,0.4873,20.69,66.21,271.88,66.51
162723,,17.73,1.774,0.6815,6.39,329.78,187.38,169.52
162740,,18.44,2.459,0.5034,39.22,264.32,159.15,168.71
162741,,17.50,2.319,0.4994,11.85,60.72,330.14,31.44
162781,,17.96,2.226,0.4260,10.03,331.97,163.87,169.34
162783,,20.91,1.314,0.2323,7.26,64.91,339.15,228.88
162825,,17.97,1.773,0.7443,9.07,159.51,79.17,145.78
162854,,19.14,1.323,0.1492,21.27,122.40,297.77,158.44
162873,,19.27,1.401,0.0864,20.19,357.87,198.74,306.62
162882,,18.77,1.092,0.5752,6.50,341.14,46.02,333.80
162900,,15.98,2.576,0.5356,6.16,36.50,67.43,21.59
162903,,18.63,1.305,0.2373,47.49,216.89,301.22,221.20
162911,,19.33,1.204,0.3394,7.95,281.82,205.18,257.36
162913,,18.48,1.271,0.5195,8.65,170.48,356.16,78.18
162922,,20.91,1.319,0.3818,10.30,284.17,291.32,74.53
162926,,17.12,2.945,0.6175,42.66,112.93,289.17,267.15
162979,,18.29,2.038,0.5437,17.09,311.55,326.12,135.50
162980,,16.77,1.553,0.4887,30.40,177.60,351.49,10.50
162998,,18.17,1.926,0.4745,1.68,285.29,186.47,329.01
163000,,19.24,1.248,0.0514,3.55,8.40,284.81,168.35
163001,,18.41,2.124,0.4533,19.98,216.52,124.93,306.10
163014,,17.75,1.787,0.4457,9.94,58.62,27.70,12.86
163015,,22.07,1.417,0.3683,10.62,213.36,254.58,56.33
163023,,19.52,0.7974,0.5465,27.15,69.68,208.54,349.58
163026,,21.23,1.297,0.3651,11.86,247.84,294.50,12.97
163051,,16.40,2.275,0.5665,9.28,247.77,322.39,323.57
163067,,19.99,2.046,0.5859,7.61,87.30,117.83,29.51
163070,,18.40,2.909,0.6358,14.54,278.03,240.58,264.76
163081,,18.57,1.087,0.2032,11.50,212.83,43.96,267.03
163132,,18.61,1.22,0.2952,48.78,157.74,110.52,161.85
163191,,19.43,1.835,0.4653,16.29,179.09,44.37,169.56
163243,,16.47,0.7616,0.6016,20.28,203.56,148.33,342.61
163249,,18.70,1.344,0.3348,6.97,201.72,135.13,312.88
163250,,15.47,2.691,0.5351,35.23,169.87,352.41,127.29
163252,,17.91,2.132,0.4413,9.00,95.61,201.16,177.58
163295,,19.49,2.462,0.6452,5.81,32.32,77.67,42.64
163335,,17.19,1.328,0.6667,56.32,247.04,155.66,66.47
163348,,20.05,0.8758,0.4346,5.42,259.41,222.21,328.82
163364,,18.91,1.365,0.3689,4.19,259.85,275.33,331.29
163373,,19.03,1.469,0.5463,1.67,328.72,260.20,57.45
163412,,17.36,1.908,0.4510,34.48,18.11,46.20,263.90
163454,,19.11,1.162,0.3699,23.12,332.10,198.65,12.07
163667,,19.88,2.582,0.5717,4.64,41.48,82.68,188.21
163679,,19.29,1.495,0.4715,5.06,29.75,349.72,224.18
163683,,19.05,1.577,0.6882,20.63,52.44,281.41,230.62
163691,,17.09,2.418,0.5217,40.80,148.79,60.82,11.97
163692,,18.27,1.526,0.4108,7.21,114.33,180.99,285.20
163693,Atira,16.41,0.741,0.3221,25.62,103.87,252.93,37.26
163694,,17.50,2.641,0.5434,9.82,326.68,283.06,83.00
163696,,16.53,1.571,0.5189,29.50,65.61,278.96,49.35
163697,,20.08,1.609,0.4731,2.95,268.45,353.83,9.46
163732,,15.48,2.752,0.6963,44.61,193.40,190.67,304.23
163758,,17.42,1.296,0.7413,41.53,272.14,244.27,83.51
163760,,16.68,2.512,0.5043,13.07,211.48,212.02,166.15
163818,,18.46,1.229,0.3546,10.39,241.00,245.91,357.89
163899,,17.56,0.8279,0.2094,8.55,273.63,327.02,291.90
163902,,17.21,1.661,0.2480,16.11,283.70,165.05,105.37
164120,,19.04,1.512,0.4080,11.03,345.60,189.66,228.00
164121,,16.15,1.11,0.2921,44.06,38.31,91.01,212.29
164184,,19.48,1.627,0.4533,4.60,202.19,2.64,156.76
164201,,15.73,1.997,0.8601,34.58,28.82,10.34,262.66
164202,,20.91,0.9879,0.2790,4.67,342.89,56.22,121.24
164206,,17.66,1.701,0.4097,18.27,214.41,232.89,349.11
164207,Cardea,21.19,1.001,0.1359,13.65,38.39,279.34,97.33
164211,,19.50,1.666,0.4233,2.26,67.76,270.20,312.24
164214,,19.27,2.12,0.3927,5.46,72.09,248.82,318.65
164215,Doloreshill,20.01,2.115,0.3964,4.88,235.98,76.57,334.32
164216,,17.28,2.151,0.5656,20.06,294.80,326.83,291.67
164217,,17.16,2.013,0.4161,48.93,144.95,179.13,160.79
164221,,20.43,1.505,0.2054,6.48,272.56,74.32,175.80
164222,,20.85,1.304,0.2470,16.11,0.94,67.23,29.72
164294,,20.45,0.6176,0.4545,2.95,211.14,5.45,226.69
164341,,20.59,1.627,0.2541,13.01,140.63,42.94,340.46
164342,,20.99,1.57,0.3611,19.17,138.89,73.04,168.62
164400,,17.38,1.657,0.4679,6.63,218.95,203.08,354.59
168044,,19.09,0.9813,0.2833,34.83,23.51,205.53,10.05
168318,,18.91,2.162,0.5419,6.49,349.05,139.85,206.96
168378,,16.91,2.137,0.4495,6.81,23.21,263.36,352.56
168791,,18.85,2.297,0.5047,5.18,170.82,144.91,105.49
169352,,19.35,2.083,0.5197,32.28,32.18,48.44,346.46
169675,,16.67,2.723,0.5474,12.62,63.47,236.49,66.82
170013,,17.77,2.946,0.8000,25.42,184.12,330.20,167.93
170086,,18.14,1.905,0.6261,2.13,75.48,120.48,219.30
170502,,17.36,2.469,0.8819,10.52,48.23,144.19,199.28
170891,,16.97,1.982,0.4054,8.15,329.82,177.46,126.82
170903,,18.20,1.336,0.6030,8.27,87.66,115.46,163.20
171486,,18.41,1.794,0.5121,6.09,165.08,4.75,148.72
171576,,18.67,1.086,0.5837,17.28,208.06,61.76,99.67
171819,,18.38,1.496,0.1666,9.95,17.34,297.37,45.18
171839,,19.23,1.461,0.3106,17.08,226.64,321.96,342.22
172034,,17.84,1.277,0.2025,25.03,6.50,48.56,215.91
172678,,18.89,2.558,0.7028,2.82,73.98,131.03,62.36
172718,,18.88,1.61,0.2046,19.58,267.35,284.47,193.28
172722,,17.67,1.543,0.6994,7.22,341.27,17.22,159.79
172974,,19.40,1.637,0.2465,8.47,239.35,256.75,162.84
173232,,18.28,2.742,0.5334,9.61,317.24,124.80,327.01
173561,,18.36,1.448,0.3111,28.00,137.22,211.38,196.56
173664,,19.76,1.517,0.2689,4.02,100.74,227.31,336.70
173689,,18.26,1.779,0.3951,10.43,272.88,314.06,143.16
174050,,17.61,1.285,0.1134,50.06,134.73,20.17,89.20
